Employee_ID,Department,Role_Level,Tenure_Years,Work_Mode,Weekly_Hours,Manager_Support,Recognition,Career_Growth,Work_Life_Balance,Psychological_Safety,Compensation_Satisfaction,Engagement_Score,Satisfaction_Score,Burnout_Score,Absence_Days_Last_12M,Intent_to_Stay,Burnout_Risk,Engagement_Level
EMP1404,Marketing,Individual Contributor,5.4,Hybrid,50.0,4,1,5,2,5,1,2.79,2.94,3.28,6,3.68,Moderate,Moderate
EMP1405,Sales,Individual Contributor,1.8,On-site,45.1,1,2,3,1,2,3,1.0,2.65,3.31,4,1.97,Moderate,Low
EMP1406,IT,Senior Manager,3.5,Remote,52.5,1,4,2,3,2,1,1.74,2.07,3.24,3,2.76,Moderate,Low
EMP1407,Sales,Manager,5.7,Hybrid,30.0,4,4,1,2,1,5,2.79,3.5,3.0,4,3.91,Moderate,Moderate
EMP1408,Engineering,Individual Contributor,6.7,Remote,35.2,3,4,5,1,5,4,4.2,4.36,1.56,3,4.99,Low,High
EMP1409,IT,Individual Contributor,1.3,Hybrid,45.1,3,1,1,5,5,5,2.82,3.32,1.96,4,4.65,Low,Moderate
EMP1410,Engineering,Individual Contributor,3.0,On-site,47.9,2,5,3,3,2,1,3.13,2.66,3.19,2,3.05,Moderate,Moderate
EMP1411,Sales,Individual Contributor,3.3,Hybrid,50.9,1,2,5,5,2,3,2.32,3.47,3.29,8,3.99,Moderate,Low
EMP1412,Operations,Individual Contributor,3.2,Hybrid,46.2,4,4,4,1,2,3,2.69,3.33,3.31,3,2.76,Moderate,Low
EMP1413,Operations,Individual Contributor,1.5,Hybrid,46.2,1,2,2,5,3,4,3.27,3.16,2.09,1,4.31,Low,Moderate
EMP1414,Customer Success,Individual Contributor,11.1,Remote,42.3,5,1,3,1,4,5,3.28,2.79,3.32,4,3.33,Moderate,Moderate
EMP1415,Finance,Individual Contributor,3.0,On-site,56.1,1,5,3,1,3,2,2.4,1.94,4.02,5,2.16,High,Low
EMP1416,Sales,Individual Contributor,1.5,Hybrid,37.3,1,1,2,5,5,5,3.05,2.98,1.0,3,3.43,Low,Moderate
EMP1417,Engineering,Individual Contributor,11.3,Hybrid,47.5,3,2,2,1,1,1,1.24,2.19,3.62,7,2.1,High,Low
EMP1418,Sales,Senior Manager,9.4,Hybrid,38.1,4,5,4,2,4,2,3.49,2.87,2.61,6,3.61,Moderate,Moderate
EMP1419,Finance,Manager,3.9,Hybrid,48.7,1,5,3,1,1,3,2.24,2.85,4.89,11,2.5,High,Low
EMP1420,Marketing,Individual Contributor,2.4,Remote,37.7,3,1,3,4,5,4,3.85,3.69,2.13,4,4.69,Low,High
EMP1421,Marketing,Manager,0.8,Hybrid,50.2,2,4,1,1,5,4,2.03,3.1,2.56,3,2.88,Moderate,Low
EMP1422,Marketing,Individual Contributor,5.1,Remote,45.8,3,2,5,4,1,3,3.77,2.81,1.96,5,4.87,Low,High
EMP1423,Engineering,Senior Manager,2.3,Hybrid,57.2,3,3,5,1,1,1,2.42,2.39,4.73,7,2.16,High,Low
EMP1424,Customer Success,Manager,3.5,Hybrid,43.0,3,3,1,1,1,3,1.5,2.16,2.82,4,2.87,Moderate,Low
EMP1425,Engineering,Individual Contributor,10.6,Hybrid,48.0,1,1,5,5,5,1,2.42,3.02,1.64,3,3.74,Low,Low
EMP1426,Customer Success,Individual Contributor,2.2,Hybrid,39.5,1,2,2,2,2,2,1.9,1.92,3.54,4,2.34,High,Low
EMP1427,Sales,Individual Contributor,4.9,Hybrid,43.0,2,2,5,2,1,3,1.87,2.51,2.9,2,2.87,Moderate,Low
EMP1428,IT,Individual Contributor,6.0,Remote,45.7,5,1,5,3,4,1,3.17,3.29,2.95,0,3.23,Moderate,Moderate
EMP1429,Sales,Individual Contributor,7.9,Hybrid,34.3,5,2,1,5,5,2,3.33,3.73,1.0,3,4.38,Low,Moderate
EMP1430,Engineering,Individual Contributor,3.3,Remote,35.1,5,4,4,5,3,3,4.57,3.59,2.32,5,3.96,Low,High
EMP1431,Engineering,Individual Contributor,3.0,Hybrid,49.2,2,1,5,2,3,4,3.26,3.56,3.78,7,3.25,High,Moderate
EMP1432,Marketing,Manager,3.0,Remote,44.0,5,4,5,5,4,3,4.13,4.75,1.5,3,4.86,Low,High
EMP1433,Finance,Director,4.6,Remote,40.8,5,2,4,2,2,5,3.28,3.17,1.67,2,4.48,Low,Moderate
EMP1434,Engineering,Individual Contributor,9.2,Hybrid,39.8,3,1,1,5,1,3,1.52,2.67,3.47,3,2.41,High,Low
EMP1435,Engineering,Individual Contributor,2.9,Remote,40.1,1,2,4,1,5,5,1.98,3.3,2.82,1,3.0,Moderate,Low
EMP1436,HR,Individual Contributor,0.2,Hybrid,45.8,1,1,1,2,1,2,1.0,1.0,3.01,9,2.02,Moderate,Low
EMP1437,Engineering,Individual Contributor,6.4,Remote,48.1,3,2,2,2,5,3,3.39,2.78,3.68,3,3.39,High,Moderate
EMP1438,Marketing,Senior Manager,3.7,Remote,30.4,3,4,1,4,3,2,3.17,2.71,2.23,4,3.43,Low,Moderate
EMP1439,HR,Individual Contributor,5.1,Hybrid,54.9,3,4,2,5,1,2,2.95,2.6,3.69,5,3.23,High,Moderate
EMP1440,Engineering,Individual Contributor,0.8,Remote,54.4,1,2,2,5,4,1,1.78,2.42,2.89,7,2.7,Moderate,Low
EMP1441,Engineering,Individual Contributor,2.3,Remote,30.0,5,1,1,2,2,2,2.0,2.06,3.02,1,2.44,Moderate,Low
EMP1442,Operations,Individual Contributor,6.1,Hybrid,52.6,3,3,3,1,4,2,2.39,3.11,2.77,3,3.1,Moderate,Low
EMP1443,Sales,Individual Contributor,1.1,Remote,52.4,2,4,1,1,2,3,2.05,1.83,3.49,5,2.91,High,Low
EMP1444,Sales,Manager,4.9,Hybrid,45.0,3,4,5,1,1,3,2.78,3.2,3.58,9,3.03,High,Moderate
EMP1445,Marketing,Individual Contributor,3.4,Remote,35.9,4,3,5,5,1,4,3.17,3.22,2.51,1,3.9,Moderate,Moderate
EMP1446,Operations,Individual Contributor,1.9,Remote,52.1,3,2,3,4,2,1,2.72,2.48,3.36,4,2.46,Moderate,Moderate
EMP1447,Operations,Individual Contributor,1.8,Hybrid,43.3,1,1,2,2,3,2,1.9,1.8,3.05,5,3.06,Moderate,Low
EMP1448,Marketing,Senior Manager,1.5,Remote,48.8,3,2,3,3,5,1,2.63,2.64,2.48,6,3.1,Moderate,Low
EMP1449,Sales,Manager,3.7,Remote,60.5,4,5,5,4,4,5,4.6,4.34,3.79,5,4.5,High,High
EMP1450,Engineering,Individual Contributor,4.0,Hybrid,46.8,2,4,3,3,4,2,3.51,2.57,3.27,9,3.32,Moderate,Moderate
EMP1451,Marketing,Individual Contributor,2.6,Remote,38.6,5,5,1,4,4,1,4.12,3.48,1.34,8,4.85,Low,High
EMP1452,Customer Success,Individual Contributor,1.4,Hybrid,42.6,3,4,3,1,1,4,2.86,3.12,2.74,1,3.73,Moderate,Moderate
EMP1453,Sales,Individual Contributor,4.8,Remote,39.5,4,4,2,5,4,4,3.99,3.79,1.47,3,4.62,Low,High
EMP1454,IT,Senior Manager,6.5,Hybrid,48.0,4,5,1,3,5,2,3.31,2.68,2.2,5,2.92,Low,Moderate
EMP1455,Engineering,Individual Contributor,5.4,On-site,39.4,2,5,4,4,5,5,4.48,4.76,2.69,6,5.0,Moderate,High
EMP1456,Customer Success,Individual Contributor,12.3,Hybrid,41.7,1,2,5,5,2,4,2.5,2.93,2.69,8,3.27,Moderate,Low
EMP1457,Engineering,Individual Contributor,3.1,On-site,36.0,3,5,5,3,1,4,3.85,2.98,2.74,3,4.07,Moderate,High
EMP1458,Sales,Individual Contributor,8.6,Hybrid,44.1,4,2,3,2,5,5,3.39,2.73,2.69,2,3.95,Moderate,Moderate
EMP1459,Engineering,Individual Contributor,2.1,On-site,46.2,2,2,1,4,3,1,2.83,2.14,2.83,4,2.94,Moderate,Moderate
EMP1460,Engineering,Manager,1.8,Remote,30.0,5,2,4,2,1,4,3.34,3.15,1.22,6,4.51,Low,Moderate
EMP1461,Engineering,Individual Contributor,3.9,Hybrid,46.8,4,4,1,1,1,3,2.35,2.77,3.79,8,2.49,High,Low
EMP1462,Finance,Individual Contributor,9.9,Hybrid,44.7,2,4,5,2,5,4,3.53,3.78,2.54,4,4.29,Moderate,Moderate
EMP1463,HR,Individual Contributor,2.8,Hybrid,39.6,1,5,1,2,3,1,2.38,2.02,2.87,7,2.91,Moderate,Low
EMP1464,Customer Success,Individual Contributor,0.8,Hybrid,59.2,1,4,4,4,2,1,2.83,2.45,3.37,3,2.88,Moderate,Moderate
EMP1465,Operations,Individual Contributor,6.4,Hybrid,51.7,4,5,3,1,5,2,3.32,3.56,3.3,5,3.71,Moderate,Moderate
EMP1466,Sales,Individual Contributor,3.3,Remote,37.3,4,4,2,2,3,3,3.1,3.71,2.72,2,3.37,Moderate,Moderate
EMP1467,Engineering,Manager,4.4,Remote,50.9,3,1,1,5,1,1,2.4,2.52,2.26,7,3.44,Low,Low
EMP1468,IT,Individual Contributor,1.9,Hybrid,53.7,2,1,2,3,3,5,1.91,2.59,3.47,5,2.88,High,Low
EMP1469,Engineering,Individual Contributor,3.8,Hybrid,45.9,4,5,5,2,1,3,3.73,3.69,2.83,4,4.22,Moderate,High
EMP1470,Operations,Individual Contributor,0.9,On-site,47.5,3,4,3,1,5,3,3.47,2.84,3.83,6,3.99,High,Moderate
EMP1471,Engineering,Individual Contributor,11.2,Hybrid,47.4,3,4,3,2,5,5,4.15,3.14,2.27,8,4.2,Low,High
EMP1472,Operations,Senior Manager,7.3,On-site,30.4,4,2,1,3,4,4,2.68,2.68,1.16,0,3.85,Low,Low
EMP1473,Engineering,Manager,3.7,Hybrid,43.7,1,3,3,1,4,5,2.7,2.62,3.04,2,2.66,Moderate,Low
EMP1474,IT,Individual Contributor,6.3,Remote,43.3,2,5,1,4,4,5,3.39,3.42,1.93,3,4.85,Low,Moderate
EMP1475,Customer Success,Individual Contributor,2.1,Remote,55.0,2,3,1,1,5,4,2.95,3.34,3.52,10,2.7,High,Moderate
EMP1476,Operations,Individual Contributor,7.0,Hybrid,47.3,1,3,2,4,2,4,2.65,2.33,2.69,1,3.29,Moderate,Low
EMP1477,Engineering,Individual Contributor,2.7,Hybrid,42.9,4,5,3,1,5,4,3.18,4.05,2.78,3,3.7,Moderate,Moderate
EMP1478,Customer Success,Individual Contributor,2.6,Remote,44.4,2,4,1,3,3,4,2.83,2.63,3.37,1,3.16,Moderate,Moderate
EMP1479,Operations,Individual Contributor,1.6,Hybrid,52.2,4,5,2,3,5,4,4.74,2.89,2.85,6,3.62,Moderate,High
EMP1480,Customer Success,Individual Contributor,4.8,On-site,43.7,4,3,4,1,5,5,4.0,3.46,2.87,6,4.49,Moderate,High
EMP1481,Finance,Individual Contributor,3.6,Hybrid,40.1,3,4,2,2,1,2,3.1,2.79,2.3,9,3.24,Low,Moderate
EMP1482,HR,Manager,8.8,Hybrid,43.1,1,1,2,3,1,2,2.05,1.88,2.99,2,3.2,Moderate,Low
EMP1483,Sales,Individual Contributor,1.4,Hybrid,51.6,4,5,1,4,1,1,3.33,2.78,2.72,5,3.2,Moderate,Moderate
EMP1484,Finance,Individual Contributor,4.8,Remote,48.5,5,5,5,4,5,2,4.64,4.75,2.64,4,5.0,Moderate,High
EMP1485,Customer Success,Manager,7.7,Hybrid,45.3,1,4,5,5,2,2,3.29,2.71,2.23,2,3.38,Low,Moderate
EMP1486,IT,Individual Contributor,4.1,Hybrid,46.3,2,1,5,4,3,5,3.31,3.08,2.23,6,3.61,Low,Moderate
EMP1487,Engineering,Manager,2.7,Remote,41.1,3,1,2,5,3,4,2.9,2.23,2.25,3,3.41,Low,Moderate
EMP1488,Engineering,Individual Contributor,4.0,Hybrid,43.6,2,4,1,1,2,4,2.57,2.63,4.4,6,2.28,High,Low
EMP1489,Operations,Individual Contributor,8.3,Hybrid,40.4,2,2,3,1,2,5,2.17,2.82,3.04,6,2.64,Moderate,Low
EMP1490,IT,Manager,8.3,Hybrid,42.9,1,5,2,1,3,2,3.15,2.39,3.39,1,2.8,Moderate,Moderate
EMP1491,Sales,Manager,3.2,On-site,54.4,2,5,2,2,4,5,2.78,2.73,4.01,7,3.06,High,Moderate
EMP1492,Finance,Manager,8.2,Remote,37.5,4,3,1,2,1,1,2.49,1.38,2.9,3,2.71,Moderate,Low
EMP1493,Engineering,Individual Contributor,3.5,Hybrid,40.2,2,4,4,5,1,4,3.78,2.89,2.63,3,3.9,Moderate,High
EMP1494,Engineering,Individual Contributor,6.3,Hybrid,36.2,3,3,2,4,3,3,2.88,2.63,1.97,3,3.49,Low,Moderate
EMP1495,Sales,Individual Contributor,5.2,On-site,34.7,3,3,4,4,2,1,2.4,3.46,2.0,3,3.97,Low,Low
EMP1496,Sales,Individual Contributor,2.6,Remote,43.7,5,1,4,1,4,1,3.48,3.1,2.34,3,4.4,Low,Moderate
EMP1497,Customer Success,Senior Manager,1.6,Hybrid,40.7,3,5,5,3,3,5,4.01,3.82,2.76,4,4.51,Moderate,High
EMP1498,Engineering,Individual Contributor,7.9,Hybrid,57.3,2,3,1,2,1,2,2.17,1.94,4.2,9,2.23,High,Low
EMP1499,Operations,Senior Manager,9.3,Remote,43.0,3,1,4,2,5,4,3.15,2.93,3.03,4,2.94,Moderate,Moderate
EMP1500,Operations,Individual Contributor,4.7,Remote,54.0,1,4,1,1,2,3,2.68,2.03,3.74,6,1.84,High,Low
